"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"S422","Fracture of upper end of humerus","S42.2","","0","ICD10"
"S4220","Fracture of upper end of humerus","S42.20","","0","ICD10"
"S4221","Fracture of upper end of humerus","S42.21","","0","ICD10"
"S423","Fracture of shaft of humerus","S42.3","","0","ICD10"
"S4230","Fracture of shaft of humerus","S42.30","","0","ICD10"
"S4231","Fracture of shaft of humerus","S42.31","","0","ICD10"
"S424","Fracture of lower end of humerus","S42.4","","0","ICD10"
"S4240","Fracture of lower end of humerus","S42.40","","0","ICD10"
"S4241","Fracture of lower end of humerus","S42.41","","0","ICD10"
"S427","Multiple fractures of clavicle, scapula and humerus","S42.7","","0","ICD10"
"S4270","Multiple fractures of clavicle, scapula and humerus","S42.70","","0","ICD10"
"S4271","Multiple fractures of clavicle, scapula and humerus","S42.71","","0","ICD10"
